,Chunk,Label 
614,cried quite forgetting flurry moment large grown last minutes jumped hurry tipped jury box edge skirt jurymen heads crowd lay sprawling reminding much globe goldfish accidentally upset week,0
615,oh beg pardon exclaimed tone great dismay began picking quickly could accident goldfish kept running head vague sort idea must collected put back jury box would die,0
616,trial cannot proceed said king grave voice jurymen back proper places repeated great emphasis looking hard said,0
617,looked jury box saw haste put lizard head downwards poor little thing waving tail melancholy way quite move soon got put right signifies much said think would quite much use trial one way,0
618,soon jury little recovered shock upset slates found handed back set work diligently write history accident except lizard seemed much overcome anything sit mouth open gazing roof court,0
619,thats important king said turning jury beginning write slates white rabbit interrupted unimportant majesty means course said respectful tone frowning making faces spoke,0
620,unimportant course meant king hastily said went undertone,0
621,important unimportant unimportant important trying word sounded best,0
622,jury wrote important unimportant could see near enough look slates doesnt matter bit thought,0
623,moment king time busily writing note book silence read book rule forty two persons mile high leave court,0
624,nearly two miles high added queen,0
625,well shant go rate said besides thats regular rule invented,0
626,oldest rule book said king,0
627,king turned pale shut note book hastily consider verdict said jury low trembling voice,0
628,theres evidence come yet please majesty said white rabbit jumping great hurry paper picked,0
629,havent opened yet said white rabbit seems letter written prisoner somebody,0
630,must said king unless written nobody isnt usual know,0
631,isnt directed said white rabbit fact theres nothing written outside unfolded paper spoke added isnt letter set verses,0
632,theyre said white rabbit thats queerest thing jury looked puzzled,0
633,must imitated somebody hand said king jury brightened,0
634,please majesty said knave didnt write cant prove theres name signed end,0
635,didnt sign said king makes matter worse must meant mischief else youd signed name like honest man,0
636,general clapping hands first really clever thing king said day,0
637,proves nothing sort said dont even know theyre,0
638,white rabbit put spectacles shall begin please majesty asked,0
639,begin beginning king said gravely go till come end stop,0
640,told mentioned gave good character said could swim,0
641,sent word gone know true push matter would become,0
642,gave one gave two gave us three returned though mine,0
643,chance involved affair set free exactly,0
644,dont let know liked best must ever secret kept rest,0
645,thats important piece evidence weve heard yet said king rubbing hands let jury,0
646,one explain said grown large last minutes wasnt bit afraid interrupting ill give sixpence dont believe theres atom meaning,0
647,jury wrote slates doesnt believe theres atom meaning none attempted explain paper,0
648,theres meaning said king world trouble know neednt try find yet dont know went spreading verses knee looking one eye seem see meaning said could swim cant swim added turning knave,0
649,knave shook head sadly look like said certainly made entirely,0
650,right far said king went muttering verses know true thats jury course gave one gave two must tarts know,0
651,said king triumphantly pointing tarts table nothing clearer fit never fits dear think said queen,0
652,never said queen furiously throwing inkstand lizard spoke unfortunate little bill left writing slate one finger found made mark hastily began using ink face long lasted,0
653,words dont fit said king looking round court smile dead silence,0
654,king added offended tone everybody laughed let jury consider verdict king said twentieth time day,0
655,said queen sentence first verdict afterwards,0
656,stuff nonsense said loudly idea sentence first,0
657,hold tongue said queen turning purple,0
658,head queen shouted top voice nobody moved,0
659,cares said grown full size time youre nothing pack cards,0
660,whole pack rose air came flying upon gave little scream half fright half anger tried beat found lying bank head lap sister gently brushing away dead leaves fluttered trees upon face,0
661,wake dear said sister long sleep youve,0
662,oh ive curious dream said told sister well could remember strange adventures reading finished sister kissed said curious dream dear certainly run tea getting late got ran thinking ran well might wonderful dream,0
663,sister sat still left leaning head hand watching setting sun thinking little wonderful adventures till began dreaming fashion dream,0
664,first dreamed little tiny hands clasped upon knee bright eager eyes looking could hear tones voice see queer little toss head keep back wandering hair would always get eyes still listened seemed listen whole place around became alive strange creatures little sisters dream,0
665,long grass feet white rabbit hurried frightened mouse splashed way pool could hear rattle teacups march hare friends shared never ending meal shrill voice queen ordering unfortunate guests execution pig baby sneezing duchesss knee plates dishes crashed around shriek gryphon squeaking slate pencil choking suppressed guinea pigs filled air mixed distant sobs miserable mock turtle,0
666,sat closed eyes half believed though knew open would change dull reality grass would rustling wind pool rippling waving rattling teacups would change tinkling sheep bells queens shrill cries voice boy sneeze baby shriek gryphon queer noises would change knew confused busy yard cattle distance would take place mock turtles heavy sobs,0
667,lastly little sister would time grown woman would keep years simple loving heart childhood would gather little children make eyes bright eager many strange tale perhaps even dream long ago would feel simple sorrows find pleasure simple remembering child life happy summer days,0
668,call years ago never mind long precisely little money purse nothing particular interest shore thought would sail little see watery part world way driving whenever find growing grim mouth whenever damp november soul whenever find involuntarily pausing coffin warehouses bringing rear every funeral meet especially whenever get upper hand requires strong moral principle prevent deliberately stepping street methodically knocking peoples hats account high time get sea soon substitute pistol ball flourish throws upon sword quietly take ship nothing surprising knew almost men degree time cherish nearly feelings towards ocean,1
669,insular city belted round wharves indian isles coral reefs commerce surrounds surf right left streets take waterward extreme town battery noble mole washed waves cooled breezes hours previous sight land look crowds water,1
670,city dreamy sabbath afternoon go hook slip thence northward see posted like silent around town stand thousands upon thousands mortal men fixed ocean reveries leaning seated upon heads looking bulwarks ships china high aloft rigging striving get still better seaward peep landsmen week days pent plaster tied nailed benches clinched desks green fields gone,1
671,look come crowds pacing straight water seemingly bound dive strange nothing content extremest limit land lee yonder warehouses suffice must get nigh water possibly without falling stand miles leagues come streets avenues north east south west yet unite tell magnetic virtue needles compasses ships thither,1
672,say country high land lakes take almost path please ten one carries leaves pool stream magic let absent minded men plunged deepest reveries stand man legs set feet going infallibly lead water water region ever athirst great american desert try experiment caravan happen supplied metaphysical professor yes every one knows meditation water wedded ever,1
673,artist desires paint bit romantic landscape valley chief element employs stand trees hollow trunk hermit within sleeps meadow sleep cattle yonder cottage goes sleepy smoke deep distant woodlands winds way reaching overlapping spurs mountains bathed hill side blue though picture lies thus tranced though pine tree shakes sighs like leaves upon shepherds head yet vain unless shepherds eye fixed upon magic stream go visit prairies june scores scores miles wade knee deep among tiger lilies one charm wanting water drop water cataract sand would travel thousand miles see poor poet upon suddenly receiving two handfuls silver deliberate whether buy coat sadly needed invest money pedestrian trip beach almost every robust healthy boy robust healthy soul time crazy go sea upon first voyage passenger feel mystical vibration first told ship sight land old hold sea holy greeks give separate deity brother jove surely without meaning still deeper meaning story could grasp tormenting mild image saw fountain plunged drowned image see rivers oceans image phantom life key,1
674,say habit going sea whenever begin grow eyes begin conscious lungs mean inferred ever go sea passenger go passenger must needs purse purse rag unless something besides passengers get sea sick grow dont sleep nights enjoy much general thing never go passenger though something salt ever go sea commodore captain cook abandon glory distinction offices like part honorable respectable trials tribulations every kind whatsoever quite much take care without taking care ships brigs going cook though confess considerable glory cook sort officer ship board yet somehow never fancied fowls though broiled judiciously buttered salted peppered one speak respectfully say broiled fowl old egyptians upon broiled river horse see mummies creatures huge houses pyramids,1
675,go sea go simple sailor right mast forecastle aloft royal mast head true rather order make jump spar spar like grasshopper may meadow first sort thing unpleasant enough touches ones sense honor particularly come old established family land van previous putting hand tar pot country schoolmaster making boys stand awe transition keen one assure schoolmaster sailor requires strong enable grin bear even wears time,1
676,old hunks sea captain orders get broom sweep decks indignity amount weighed mean scales new think archangel gabriel thinks anything less respectfully obey old hunks particular instance aint slave tell well however old sea captains may order however may thump punch satisfaction knowing right everybody else one way served much way either physical metaphysical point view universal thump passed round hands rub others shoulder blades content,1
677,always go sea sailor make point paying trouble whereas never pay passengers single penny ever heard contrary passengers must pay difference world paying paid act paying perhaps uncomfortable two orchard thieves entailed upon us paid compare activity man receives money really marvellous considering earnestly believe money root earthly account man enter heaven ah cheerfully perdition,1
678,finally always go sea sailor wholesome exercise pure air forecastle deck world head winds far winds astern never maxim part commodore quarter deck gets atmosphere second hand sailors forecastle thinks breathes first much way lead leaders many things time leaders little suspect wherefore repeatedly smelt sea merchant sailor take head go whaling voyage invisible officer fates constant secretly dogs influences unaccountable way better answer one else doubtless going whaling voyage formed part grand providence drawn long time ago came sort brief interlude extensive performances take part bill must run something like,1
679,grand united states whaling voyage one bloody battle,1
680,though cannot tell exactly stage fates put shabby part whaling voyage others set magnificent parts high tragedies short easy parts jolly parts though cannot tell exactly yet recall circumstances think see little springs motives presented various induced set performing part besides delusion choice resulting judgment,1
681,chief among motives idea great portentous mysterious monster roused curiosity wild distant seas rolled island bulk nameless perils attending marvels thousand patagonian sights sounds helped sway wish men perhaps things would inducements tormented everlasting things remote love sail forbidden seas land barbarous coasts good quick perceive horror could still social would let since well friendly terms inmates place one,1
682,reason things whaling voyage welcome great flood gates wonder world swung open wild conceits swayed purpose two two floated inmost soul endless processions mid one grand hooded phantom like snow hill air,1
683,stuffed shirt two old carpet bag tucked arm started cape horn pacific quitting good city old duly arrived new bedford saturday night december much disappointed upon learning little packet nantucket already sailed way reaching place would offer till following monday,1
684,young pains whaling stop new bedford thence embark voyage may well related one idea mind made sail nantucket craft fine boisterous something everything connected famous old island amazingly pleased besides though new bedford late gradually monopolizing business whaling though matter poor old nantucket much behind yet nantucket great original place first dead american stranded else nantucket aboriginal whalemen red men first sally canoes give chase leviathan nantucket first adventurous little sloop put forth partly laden stones goes story throw whales order discover nigh enough risk harpoon bowsprit,1
685,night day still another night following new bedford ere could embark destined port became matter concernment eat sleep meanwhile dubious looking nay dark dismal night cold cheerless knew one place anxious grapnels sounded pocket brought pieces silver wherever go said stood middle dreary street bag comparing gloom towards north darkness towards south wherever wisdom may conclude lodge night dear sure inquire dont particular,1
686,halting steps paced streets passed sign crossed harpoons looked expensive jolly bright red windows sword fish inn came rays seemed melted packed snow ice house everywhere else congealed frost lay ten inches thick hard pavement rather weary struck foot hard remorseless service soles boots miserable plight expensive jolly thought pausing one moment watch broad glare street hear sounds tinkling glasses within go said last dont hear get away door patched boots stopping way went instinct followed streets took waterward doubtless inns,1
687,dreary streets blocks blackness houses either hand candle like candle moving tomb hour night last day week quarter town proved deserted presently came smoky light proceeding low wide building door stood open careless look meant uses public entering first thing stumble ash box porch ha thought ha flying almost choked ashes destroyed city gomorrah crossed harpoons sword fish must needs sign trap however picked hearing loud voice within pushed opened second interior door,1
688,seemed great black parliament sitting tophet hundred black faces turned round rows beyond black angel doom beating book pulpit negro church text blackness darkness weeping wailing teeth ha muttered backing wretched sign trap,1
689,moving last came dim sort light far docks heard forlorn creaking air looking saw swinging sign door white painting upon faintly representing tall straight jet misty spray words underneath spouter inn peter coffin,1
690,coffin spouter rather ominous particular connexion thought common name nantucket say suppose peter light looked dim place time looked quiet enough dilapidated little wooden house looked might carted ruins burnt district swinging sign stricken sort thought spot cheap best pea coffee,1
691,queer sort place gable ended old house one side palsied leaning sadly stood sharp bleak corner tempestuous wind euroclydon kept worse howling ever poor tossed craft euroclydon nevertheless mighty pleasant one doors feet quietly bed judging tempestuous wind called euroclydon says old writer whose works possess copy extant maketh marvellous difference whether thou lookest glass window frost outside whether thou window frost sides wight death true enough thought passage occurred mind old black letter thou well yes eyes windows body mine house pity didnt stop though thrust little late make improvements universe finished copestone chips carted million years ago poor lazarus chattering teeth curbstone pillow shaking tatters might plug ears rags put corn mouth yet would keep tempestuous euroclydon euroclydon says old dives red silken wrapper one afterwards pooh pooh fine frosty night northern lights let talk oriental summer climes everlasting give privilege making summer coals,1
692,thinks lazarus warm blue hands holding grand northern lights would lazarus rather sumatra would far rather lay lengthwise along line equator yea ye gods go fiery pit order keep frost,1
693,lazarus lie stranded curbstone door dives wonderful iceberg moored one moluccas yet dives lives like czar ice palace made frozen sighs temperance society drinks tepid tears orphans,1
694,blubbering going whaling plenty yet come let us scrape ice frosted feet see sort place spouter may,1
695,entering gable ended spouter inn found wide low entry old fashioned reminding one bulwarks condemned old craft one side hung large oil painting thoroughly every way cross lights viewed diligent study series systematic visits careful inquiry neighbors could way arrive understanding purpose unaccountable masses shades shadows first almost thought ambitious young artist time new england endeavored chaos dint much earnest contemplation oft repeated especially throwing open little window towards back entry last come conclusion idea however wild might altogether unwarranted,1
696,puzzled confounded long limber portentous black mass something hovering centre picture three blue dim perpendicular lines floating nameless yeast picture truly enough drive nervous man distracted yet sort indefinite half attained unimaginable sublimity fairly till involuntarily took oath find marvellous painting meant ever anon bright alas deceptive idea would dart black sea midnight gale unnatural combat four primal elements blasted hyperborean winter scene breaking ice bound stream time last fancies yielded one portentous something pictures midst found rest plain stop bear faint resemblance gigantic fish even great leviathan,1
697,fact artists design seemed final theory partly based upon aggregated opinions many aged persons conversed upon subject picture cape great hurricane half ship weltering three dismantled masts alone visible exasperated purposing spring clean craft enormous act impaling upon three mast heads,1
698,opposite wall entry hung heathenish array monstrous clubs spears thickly set glittering teeth resembling ivory others tufted knots human hair one sickle shaped vast handle sweeping round like segment made new mown grass long armed mower shuddered gazed wondered monstrous cannibal savage could ever gone death implement mixed rusty old whaling lances harpoons broken deformed storied weapons long lance wildly elbowed fifty years ago nathan kill fifteen whales sunrise sunset harpoon like corkscrew flung javan seas run away years slain cape original iron entered nigh tail like restless needle body man travelled full forty feet last found imbedded hump,1
699,crossing dusky entry yon low arched way cut old times must great central chimney fire places round enter public room still place low ponderous beams old wrinkled planks beneath would almost fancy trod old crafts especially howling night corner anchored old ark rocked furiously one side stood long low shelf like table covered cracked glass cases filled dusty gathered wide worlds remotest nooks projecting angle room stands dark looking den bar rude attempt right whales head may stands vast arched bone whales jaw wide coach might almost drive beneath within shabby shelves ranged round old decanters bottles flasks jaws swift destruction like another cursed jonah name indeed called little withered old man money dearly sells sailors death,1
700,abominable pours poison though true without within villanous green glasses downwards cheating bottom parallel meridians rudely glass surround goblets fill mark charge penny penny full glass cape horn measure may gulp shilling,1
701,upon entering place found number young seamen gathered table examining dim light divers specimens skrimshander sought landlord telling desired room received answer house full bed avast added tapping forehead haint objections sharing harpooneers blanket ye spose goin youd better get used sort thing,1
702,told never liked sleep two bed ever would depend upon harpooneer might landlord really place harpooneer decidedly rather wander strange town bitter night would put half decent mans blanket,1
703,thought right take seat supper want supper supper ll ready directly,1
704,sat old wooden settle carved like bench battery one end tar still jack knife stooping diligently working away space legs trying hand ship full sail didnt make much headway thought,1
705,last four five us summoned meal adjoining room cold iceland fire landlord said couldnt afford nothing two dismal tallow candles winding sheet fain button monkey jackets hold lips cups scalding tea half frozen fingers fare substantial kind meat dumplings good heavens dumplings supper one young fellow green box coat addressed dumplings direful manner,1
706,boy said landlord youll nightmare dead,1
707,oh said looking sort funny harpooneer dark complexioned chap never eats dumplings dont eats nothing likes em rare,1
708,could help began feel suspicious dark complexioned harpooneer rate made mind turned sleep together must get bed,1
709,supper company went back bar room knowing else resolved spend rest evening,1
710,presently noise heard without starting landlord cried thats crew seed reported offing morning three years voyage full ship hurrah boys well latest news,1
711,sea boots heard entry door flung open rolled wild set mariners enough enveloped shaggy watch coats heads muffled woollen comforters ragged beards stiff icicles seemed bears labrador landed boat first house entered wonder made straight wake whales mouth bar wrinkled little old jonah soon poured round one complained bad cold head upon jonah mixed pitch like gin molasses swore sovereign cure whatsoever never mind long standing whether caught coast labrador weather side ice island,1
712,soon mounted heads generally even newly landed sea began capering,1
713,observed however one held somewhat aloof though seemed spoil shipmates sober face yet upon whole refrained making much noise rest man interested since sea gods ordained soon become shipmate though sleeping partner one far narrative concerned venture upon little description stood full six feet height noble shoulders chest like dam seldom seen brawn man face deeply brown burnt making white teeth dazzling contrast deep shadows eyes floated reminiscences seem give much joy voice announced fine stature thought must one tall ridge revelry companions mounted height man slipped away unobserved saw till became comrade sea minutes however missed shipmates seems reason huge favorite raised cry bulkington bulkington wheres bulkington darted house pursuit,1
714,nine oclock room seeming almost quiet orgies began upon little plan occurred previous entrance seamen,1
715,man prefers sleep two bed fact would good deal rather sleep brother dont know people like private sleeping comes sleeping unknown stranger strange inn strange town stranger harpooneer objections indefinitely earthly reason sailor sleep two bed anybody else sailors sleep two bed sea bachelor kings ashore sure sleep together one apartment hammock cover blanket sleep skin,1
716,pondered harpooneer thought sleeping fair presume harpooneer linen woollen case might would certainly none finest began twitch besides getting late decent harpooneer ought home going suppose tumble upon midnight could tell vile hole coming,1
717,landlord ive changed mind harpooneer shant sleep ill try bench,1
718,please im sorry cant spare ye mattress plaguy rough board feeling knots notches wait bit skrimshander ive got carpenters plane bar wait say ill make ye snug enough saying procured plane old silk handkerchief first bench vigorously set planing away bed grinning like ape shavings flew right left till last plane iron came bump indestructible knot landlord near wrist told heavens sake quit bed soft enough suit know planing world could make pine plank gathering shavings another grin throwing great stove middle room went business left brown study,1
719,took measure bench found foot short could mended chair foot narrow bench room four inches higher planed one placed first bench lengthwise along clear space wall leaving little interval back settle soon found came draught cold air sill window plan would never especially another current door met one window together formed series small immediate vicinity spot thought spend night,1
720,devil fetch harpooneer thought stop couldnt steal march bolt door inside jump bed wakened violent seemed bad idea upon second thoughts could tell next morning soon popped room harpooneer might standing entry ready knock,1
721,still looking around seeing possible chance spending sufferable night unless persons bed began think might unwarrantable prejudices unknown harpooneer thinks ill wait awhile must dropping long ill good look perhaps may become jolly good bedfellows theres telling,1
722,though boarders kept coming ones twos threes going bed yet sign harpooneer,1
723,landlord said sort chap always keep late hours hard upon twelve oclock,1
724,landlord chuckled lean seemed tickled something beyond comprehension answered generally hes early bird airley bed airley rise yes hes bird catches worm night went peddling see dont see airth keeps late unless may cant sell head,1
725,cant sell head sort story telling getting towering rage pretend say landlord harpooneer actually engaged blessed saturday night rather sunday morning peddling head around town,1
726,thats precisely said landlord told couldnt sell,1
727,heads sure aint many heads world,1
728,tell landlord said quite calmly youd better stop spinning yarn im green,1
729,may taking stick whittling guess youll done brown ere harpooneer hears head,1
730,ill break said flying passion unaccountable landlords,1
731,thats reason cant sell guess,1
732,landlord said going cool snow storm landlord stop whittling must understand one another without delay come house want bed tell give half one half belongs certain harpooneer harpooneer yet seen telling exasperating stories tending beget uncomfortable feeling towards man design bedfellow sort connexion landlord intimate confidential one highest degree demand speak tell harpooneer whether shall respects safe spend night first place good story selling head true take good evidence harpooneer stark mad ive idea sleeping madman sir mean landlord sir trying induce knowingly would thereby render liable prosecution,1
733,wall said landlord fetching long breath thats long chap little easy easy harpooneer arrived south seas bought lot new zealand heads great know hes sold em one one hes trying sell night cause sunday would human heads streets folks goin churches wanted last sunday stopped goin door four heads strung string airth like string,1
734,account cleared otherwise unaccountable mystery showed landlord idea time could think harpooneer stayed saturday night clean holy sabbath engaged cannibal business selling heads dead,1
735,depend upon landlord harpooneer dangerous man,1
736,pays rejoinder come getting dreadful late better turning flukes nice bed sal slept ere bed night theres plenty room two kick bed almighty big bed afore give sal used put sam little johnny foot got dreaming sprawling one night somehow sam got pitched floor came near breaking arm sal said wouldnt come along ill give ye saying lighted candle held towards offering lead way stood looking clock corner exclaimed sunday wont see harpooneer night hes come anchor somewhere come along come wont ye come,1
737,considered matter moment stairs went ushered small room cold clam furnished sure enough prodigious bed almost big enough indeed four harpooneers sleep abreast,1
738,said landlord placing candle crazy old sea chest double duty wash stand centre table make comfortable good night ye turned round eyeing bed disappeared,1
739,folding back counterpane stooped bed though none elegant yet stood tolerably well glanced round room besides bedstead centre table could see furniture belonging place rude shelf four walls papered fireboard representing man striking things properly belonging room hammock lashed thrown upon floor one corner also large seamans bag containing harpooneers wardrobe doubt lieu land trunk likewise parcel outlandish bone fish hooks shelf fire place tall harpoon standing head bed,1
740,chest took held close light felt smelt tried every way possible arrive satisfactory conclusion concerning compare nothing large door mat ornamented edges little tinkling tags something like stained quills round indian hole slit middle mat see south american could possible sober harpooneer would get door mat streets christian town sort guise put try weighed like hamper uncommonly shaggy thick thought little damp though mysterious harpooneer wearing day went bit glass stuck wall never saw sight life tore hurry gave kink neck,1
741,sat side bed commenced thinking head peddling harpooneer door mat thinking time bed side got took monkey jacket stood middle room thinking took coat thought little shirt sleeves beginning feel cold half undressed remembering landlord said harpooneers coming home night late made ado jumped pantaloons boots blowing light tumbled bed care heaven,1
742,whether mattress stuffed corn broken crockery telling rolled good deal could sleep long time last slid light doze pretty nearly made good offing towards land nod heard heavy passage saw glimmer light come room door,1
743,lord save thinks must harpooneer infernal head peddler lay perfectly still resolved say word till spoken holding light one hand identical new zealand head stranger entered room without looking towards bed placed candle good way floor one corner began working away knotted cords large bag spoke room eagerness see face kept averted time employed bags mouth accomplished however turned round good heavens sight face dark purplish yellow color stuck large looking squares yes thought hes terrible bedfellow hes fight got dreadfully cut surgeon moment chanced turn face towards light plainly saw could sticking black squares cheeks stains sort first knew make soon truth occurred remembered story white man whaleman falling among cannibals tattooed concluded harpooneer course distant voyages must met similar adventure thought outside man honest sort skin make unearthly complexion part mean lying round completely independent squares tattooing sure might nothing good coat tropical tanning never heard hot suns tanning white man purplish yellow one however never south seas perhaps sun produced extraordinary effects upon skin ideas passing like lightning harpooneer never noticed difficulty opened bag commenced fumbling presently pulled sort tomahawk seal skin wallet hair placing old chest middle room took new zealand head ghastly thing enough crammed bag took hat new beaver hat came nigh singing fresh surprise hair head none speak least nothing small scalp knot twisted forehead bald purplish head looked world like skull stranger stood door would bolted quicker ever bolted dinner,1
744,even thought something slipping window second floor back coward make head peddling purple rascal altogether passed comprehension ignorance fear completely confounded stranger confess much afraid devil thus broken room dead night fact afraid game enough address demand satisfactory answer concerning seemed inexplicable,1
745,meanwhile continued business undressing last showed chest arms live covered parts squares face back dark squares seemed thirty years war escaped sticking plaster shirt still legs marked parcel dark green running trunks young palms quite plain must abominable savage shipped aboard whaleman south seas landed christian country think peddler heads perhaps heads brothers might take fancy mine heavens look tomahawk,1
746,time shuddering savage went something completely fascinated attention convinced must indeed heathen going heavy grego previously hung chair fumbled pockets produced length curious little deformed image hunch back exactly color three days old congo baby remembering embalmed head first almost thought black real baby preserved similar manner seeing limber glistened good deal like polished ebony concluded must nothing wooden idol indeed proved savage goes empty fireplace removing papered fire board sets little image like chimney inside sooty thought fire place made little shrine chapel congo idol,1
747,screwed eyes hard towards half hidden image feeling ill ease meantime see next follow first takes double handful shavings grego pocket places carefully idol laying bit ship biscuit top flame lamp kindled shavings sacrificial blaze presently many hasty snatches fire still fingers whereby seemed scorching badly last succeeded drawing biscuit blowing heat ashes little made polite offer little negro little devil seem fancy dry sort fare never moved lips strange accompanied still stranger guttural noises seemed praying sing song else singing pagan psalmody face twitched unnatural manner last fire took idol grego pocket carelessly bagging dead,1
748,queer proceedings increased seeing exhibiting strong symptoms concluding business operations jumping bed thought high time never light put break spell long bound,1
749,interval spent say fatal one taking tomahawk table examined head instant holding light mouth handle puffed great clouds tobacco smoke next moment light extinguished wild cannibal tomahawk teeth sprang bed sang could help giving sudden grunt astonishment began feeling,1
750,something knew rolled away wall whoever whatever might keep quiet let get light lamp guttural satisfied ill comprehended meaning,1
751,last said speak dam kill saying lighted tomahawk began dark,1
752,landlord gods sake peter coffin shouted landlord watch coffin angels save,1
753,speak tell ee ee dam kill growled cannibal horrid tomahawk scattered hot tobacco ashes till thought linen would get fire thank heaven moment landlord came room light hand leaping bed ran,1
754,dont afraid said grinning queequeg wouldnt harm hair head,1
755,stop grinning shouted didnt tell infernal harpooneer cannibal,1
756,thought ye didnt tell ye heads around town turn flukes go sleep queequeg look sabbee sabbee man sabbee,1
757,sabbee plenty grunted queequeg puffing away pipe sitting bed,1
758,added tomahawk throwing clothes one side really civil really kind charitable way stood looking moment tattooings whole clean looking cannibal whats fuss making thought mans human much reason fear afraid better sleep sober cannibal drunken christian,1
759,landlord said tell stash tomahawk pipe whatever call tell stop smoking short turn dont fancy man smoking bed dangerous besides aint,1
760,told queequeg complied politely motioned get bed rolling one side much say wont touch leg ye,1
761,good night landlord said may go,1
762,turned never slept better life,1
763,upon waking next morning daylight found queequegs arm thrown loving affectionate manner almost thought wife counterpane patchwork full odd little colored squares arm tattooed cretan labyrinth figure two parts one precise shade owing suppose keeping arm sea unmethodically sun shade shirt sleeves irregularly rolled various times arm say looked world like strip patchwork quilt indeed partly lying arm first awoke could hardly tell quilt blended hues together sense weight pressure could tell queequeg hugging,1
764,sensations strange let try explain child well remember somewhat similar circumstance befell whether reality dream never could entirely settle circumstance cutting think trying crawl chimney seen little sweep days previous stepmother somehow time whipping sending bed mother dragged legs chimney packed bed though two oclock afternoon st june longest day year felt dreadfully help stairs went little room third floor undressed slowly possible kill time bitter sigh got sheets,1
765,lay dismally calculating sixteen entire hours must elapse could hope resurrection sixteen hours bed small back think light sun shining window great rattling streets sound gay voices house felt worse worse last got dressed softly going feet sought stepmother suddenly threw feet beseeching particular favor give good anything indeed condemning lie abed length time best conscientious back go room several hours lay broad awake feeling great deal worse ever done since even greatest subsequent last must fallen troubled nightmare doze slowly waking half dreams opened eyes sun lit room wrapped outer darkness instantly felt shock running frame nothing seen nothing heard supernatural hand seemed placed mine arm hung counterpane nameless unimaginable silent form phantom hand belonged seemed closely seated bedside seemed ages piled ages lay frozen awful fears daring drag away hand yet ever thinking could stir one single inch horrid spell would broken knew consciousness last glided away waking morning remembered days weeks months afterwards lost attempts explain mystery nay hour often puzzle,1
766,take away awful fear sensations feeling supernatural hand mine similar strangeness experienced waking seeing queequegs pagan arm thrown round length past nights events one one fixed reality lay alive comical though tried move arm yet sleeping still hugged tightly though naught death part us twain strove rouse queequeg answer rolled neck feeling horse collar suddenly felt slight throwing aside counterpane lay tomahawk sleeping savages side hatchet faced baby pretty pickle truly thought abed strange house broad day cannibal tomahawk queequeg name goodness queequeg wake length dint much wriggling loud incessant upon hugging fellow male sort style succeeded extracting grunt presently drew back arm shook like newfoundland dog water sat bed stiff pike staff looking rubbing eyes altogether remember came though dim consciousness knowing something seemed slowly meanwhile lay quietly eyeing serious misgivings bent upon narrowly observing curious creature last mind seemed made touching character bedfellow became reconciled fact jumped upon floor certain signs sounds gave understand pleased would dress first leave dress afterwards leaving whole apartment thinks queequeg circumstances civilized truth savages sense delicacy say marvellous essentially polite pay particular compliment queequeg treated much consideration guilty great rudeness staring bed watching motions time curiosity getting better breeding nevertheless man like queequeg dont see every day ways well worth unusual regarding,1
767,commenced dressing top donning beaver hat tall one still minus trowsers hunted boots heavens cannot tell next movement crush boots hand hat bed sundry violent strainings inferred hard work though law propriety ever heard man required private putting boots queequeg see creature transition state neither caterpillar butterfly enough civilized show strangest possible manner education yet completed small degree civilized probably would troubled boots still savage never would dreamt getting bed put last emerged hat much dented crushed eyes began creaking limping room much accustomed boots pair damp wrinkled ones probably made order either rather pinched tormented first go bitter cold morning,1
768,seeing curtains window street narrow house opposite commanded plain view room observing figure queequeg made staving little else hat boots begged well could accelerate toilet somewhat particularly get pantaloons soon possible complied proceeded wash time morning christian would washed face queequeg amazement ablutions chest arms hands donned waistcoat taking piece hard soap wash stand centre table dipped water commenced face watching see kept razor lo behold takes harpoon bed corner slips long wooden stock head little boot striding bit mirror wall begins vigorous scraping rather harpooning cheeks thinks queequeg using best vengeance afterwards wondered less operation came know fine steel head harpoon made exceedingly sharp long straight edges always kept,1
769,rest toilet soon achieved proudly marched room wrapped great pilot monkey jacket sporting harpoon like marshals,1
770,quickly followed suit descending bar room accosted grinning landlord pleasantly cherished malice towards though skylarking little matter bedfellow,1
771,however good laugh mighty good thing rather scarce good thing pity one man proper person afford stuff good joke anybody let backward let cheerfully allow spend spent way man anything sure man perhaps think,1
772,bar room full boarders dropping night previous yet good look nearly whalemen chief mates second mates third mates sea carpenters sea coopers sea blacksmiths harpooneers ship keepers brown brawny company beards shaggy set wearing monkey jackets morning gowns,1
773,could pretty plainly tell long one ashore young fellows healthy cheek like sun pear hue would seem smell almost musky cannot three days landed indian voyage man next looks shades lighter might say touch satin wood complexion third still tropic tawn slightly bleached withal doubtless whole weeks ashore could show cheek like queequeg barred various tints seemed like andes western slope show forth one array contrasting climates zone zone,1
774,ho cried landlord flinging open door went breakfast,1
775,say men seen world thereby become quite ease manner quite self possessed company always though ledyard great new england traveller scotch one men possessed least parlor perhaps mere crossing siberia sledge drawn dogs ledyard taking long solitary walk empty stomach negro heart africa sum poor performances kind travel say may best mode attaining high social still part sort thing anywhere,1
776,reflections circumstance seated table preparing hear good stories whaling small surprise nearly every man maintained profound silence looked yes set sea dogs many without slightest boarded great whales high seas entire strangers dead without winking yet sat social breakfast table calling kindred tastes looking round though never sight sheepfold among green mountains curious sight bears timid warrior whalemen,1
